# Per-file gists — the one-line description each READ AGENT returned for each file
# it opened. This is the evidence of reading (a wc/head pass cannot produce it);
# the fingerprints in ../coverage-ledger.tsv are the evidence of access.
# path	batch	gist
.sessions/2026-07-17-fm-winddown-housekeeping.md	b10	Wind-down housekeeping card: check_owner_queue.py PL-006 parser fix, 24-page trigger snapshot refresh, I8 self-resolved, I4 MANAGER-FAILSAFE flagged FAIL.
.sessions/2026-07-17-fresh-start-cleanup.md	b10	EAP wind-down cleanup card: CONSTITUTION merge doctrine rewrite, current-state refresh, owner-queue slimmed 109KB→28KB, docs/NEXT-TASKS.md created, scaffolding deprecation-bannered.
.sessions/2026-07-17-midday-snapshot-0717.md	b10	Telemetry card: 24-page trigger export (2313 records/19 enabled), all nine I1–I8 verdicts recorded, PASS 8/9 with I8 WARN x4.
.sessions/2026-07-17-night-snapshot-0717.md	b10	Telemetry card: 22-page trigger export (2166 records/20 enabled), verdicts + deltas vs the 07-16 capture; ender proposes a triggers-summary.json sidecar.
.sessions/2026-07-17-overnight-incidents-0717.md	b10	Records card: added the 2026-07-17 overnight run analysis to fleet-triage.md (decision-freeze + draft-parking stall classes across sibling repos).
.sessions/2026-07-17-owner-actions-0717.md	b10	Card for building docs/owner-actions-2026-07-17.md — a live-verified §1–§6 fleet-wide owner-action overview (2 merges, 12 ready-flips, 5 decisions, 6 veto menus, 9 settings items).
.sessions/2026-07-17-queue-closeout-0717.md	b10	Records close-out card: re-verified all 11 owner-executed PRs live (8 merged / 3 closed), moved three OQ slugs to a Resolved 2026-07-17 section.
.sessions/2026-07-18-fm-apparatus-sizing.md	b10	Decide-and-flag card: recorded OQ-FM-APPARATUS-SIZING with a per-workflow KEEP/HOLD verdict (keep merge-on-green/substrate-gate/roster-freshness, right-size roster-regen cadence).
.sessions/2026-07-18-fm-boot-file.md	b10	Card for the original creation of .claude/CLAUDE.md as the fresh-hub boot file, prerequisite to the owner-side boot-repo switch from superbot to fleet-manager.
.sessions/2026-07-18-fm-capability-heartbeat.md	b10	Records card: appended a verified cross-repo lane-inbox ORDER-write capability to CAPABILITIES.md, marked the 07-16 relayed-authority wall SUPERSEDED, refreshed the night-watch heartbeat.
.sessions/2026-07-18-fm-current-state-refresh.md	b10	Card refreshing docs/current-state.md to a true post-recreation snapshot with verified SHAs for 7 landed slices; ender proposes check_current_state_freshness.py.
.sessions/2026-07-18-fm-date-capability-walls.md	b10	Docs-hygiene card: git-blame-derived dates added to 5 undated CAPABILITIES WALL entries so S9 can age them; [undated-wall] notes 5→0.
.sessions/2026-07-18-fm-doctrine-docs-sync.md	b10	Card syncing living docs to the owner's #308/#309 merge-doctrine reversal (agents merge their own green PRs); flags that tools/check_no_false_walls.py did not yet exist.
.sessions/2026-07-18-fm-fleet-doctrine-sweep-record.md	b10	Oversight-sweep card: read-only fleet-wide scan of 14 sibling repos for stale 'agents can't merge' doctrine — 10 reconciled, 3 stale + 1 kit residual routed to the hub.
.sessions/2026-07-18-fm-meta-restamp-v37.md	b10	Registry card: restamped all 9 projects/<seat>/meta.md Deployed-state tables to v3.7/2026-07-18 so the websites /prompts panel's '8 stale' count clears; Class A/B honesty split.
.sessions/2026-07-18-fm-no-false-walls-guard.md	b10	Build card for tools/check_no_false_walls.py: detection rules, five-doc allowlist, six selftest invariants, and the three genuine false walls it found and fixed in CONSTITUTION.md and owner-queue.md.
.sessions/2026-07-18-fm-overnight-oversight.md	b11	Seat-era session card for the 2026-07-18 overnight oversight sweep: dated fleet-triage liveness entry, the new idea-routing-2026-07-18.md ledger, two owner-queue items, plus a cite-the-live-HEAD freshness-checker idea.
.sessions/2026-07-18-fm-owner-steps-revise.md	b11	Session card recording the restructure of docs/owner-steps-2026-07-18.md into three sections (agent-done / hub-chat / genuine owner-only) after the owner's #308/#309/#311 doctrine correction.
.sessions/2026-07-18-fm-owner-steps.md	b11	Session card for authoring docs/owner-steps-2026-07-18.md — the 8-batch consolidated fleet-wide owner-only step list, badged `audit` and linked from current-state.md.
.sessions/2026-07-18-fm-remove-winddown-current-state.md	b11	Session card for the owner-directed strip of EAP wind-down framing from the live orientation surfaces (current-state, NEXT-TASKS, owner-queue, RESUME, AGENT_ORIENTATION, README, control/status), leaving dated history intact.
.sessions/2026-07-18-fm-roster-lapse-note.md	b11	Session card recording the 2026-07-18 roster-freshness lapse (GitHub silently dropped a roster-regen cron window), the workflow_dispatch fix, and the new OQ-FM-ROSTER-CRON-RELIABILITY queue item.
.sessions/2026-07-18-fm-routine-claims-fence.md	b11	Session card for adding the machine-readable `routine-claims` JSON fence to control/status.md and teaching scripts/verify_routine_state.py to read it, with verbatim selfcheck/DRIFT run output.
.sessions/2026-07-18-fm-s3-triage-staleness.md	b11	Session card for building scripts/check_fleet_triage_staleness.py (S3) — the advisory evidence-pin ager for fleet-triage register verdicts, with its frozen-by-design exclusion rules and selftest.
.sessions/2026-07-18-fm-sweep-records.md	b11	Session card for the 21:05–21:15Z fleet PR sweep record: fleet-triage entry, OQ-GBA-DRAFT-PILE re-scored to Resolved, heartbeat refresh, and an auto-supersede idea for red bot PRs.
.sessions/2026-07-18-fm-verify-routine-state.md	b11	Session card for building scripts/verify_routine_state.py — the one-command proof that the heartbeat's claimed routine state matches a real list_triggers export; carries verbatim OK/DRIFT runs.
.sessions/2026-07-18-fm-wake-oversight.md	b11	Seat-era coordinator wake card: failsafe cutover facts, triggers-snapshot (I6) refresh with an honest pre-cutover capture note, live PR re-verification, heartbeat.
.sessions/2026-07-18-fm-websites-custody-snapshot.md	b11	Session card for the websites custody task: triggers-snapshot refresh clearing the websites /prompts drift row, fleet-triage custody record, and an unopened-PR note for that worker venue.
.sessions/2026-07-18-hub-sweep-record.md	b11	Session card reconciling hub oversight records against a ~16:3xZ fleet PR sweep — two workflow carve-out owner-queue entries, a dated fleet-triage record, and a fixed orphan prompt link.
.sessions/2026-07-18-prompt-version-v3.8.md	b11	Session card for the seat-prompt registry v3.7→v3.8 version bump: source restamps, 9 startup/CI prompt files, 27 regenerated projects/ copies, and a --check-stamp-currency guard idea.
.sessions/2026-07-18-seat-digest-regen.md	b11	Small session card for regenerating the stale derived docs/seat-digest.md via `bootstrap.py seat-digest`, clearing the strict-check advisory.
.sessions/2026-07-18-session-close-ender.md	b11	Seat-era session-close card: closing heartbeat, routine disposition (self-wake removed, dead-man failsafe left armed), four landed PRs, and a next-2 baton.
.sessions/2026-07-18-startup-prompt-identity-block.md	b11	Session card for inserting the owner-FINAL WHO YOU ARE / KEEP GOING / EAP / REFUSED opening block verbatim into all 9 seat startup prompts, fixing the EAP expansion, and regenerating the 27 registry copies.
.sessions/2026-07-18-universal-continue-prompt.md	b11	Short session card recording the addition of docs/prompts/v3/universal-continue.md, the seat-agnostic resume/un-stall paste artifact.
.sessions/2026-07-18-verified-capabilities.md	b11	Session card recording the creation of docs/CAPABILITIES-verified-2026-07-18.md — the probe-backed CAN/CANNOT matrix that replaced fabricated owner-only walls with the direct-PAT-vs-proxied-403 fact.
.sessions/2026-07-19-fm-03z-records.md	b11	Night-wake records slice card: stall-guard roster regen (gen #98) after two skipped cron windows, OQ-POKEMON-98 retirement, heartbeat, with verbatim freshness runs.
.sessions/2026-07-19-fm-06z-morning.md	b11	Morning-sweep records slice card: fleet-triage entry, the websites ORDER-036 stall escalation disposition, OQ-WEBSITES-036-STALL, and a lane-liveness checker idea.
.sessions/2026-07-19-fm-06z-snapshot.md	b11	Records slice card: 06:15Z triggers-snapshot refresh, the SBW duplicate-failsafe escalation tripwire firing, OQ-SBW-DUP-FAILSAFE raised, and the seat-provenance-aware I8 remedy idea.
.sessions/2026-07-19-fm-10z-snapshot.md	b11	Long records slice card: 10Z snapshot (2086 records), the odd-hour roster-cron delivery proof, OQ-WEBSITES-036-STALL retired, with the full verbatim 9-invariant trigger-health output.
.sessions/2026-07-19-fm-14z-cycle.md	b11	14Z cycle records slice card: snapshot refresh, fleet-wide PR re-sweep, planning re-groom of 8 harvested ideas, and a classifier-safe naming convention idea after emit_routine_claims.py was denied.
.sessions/2026-07-19-fm-18z-cycle.md	b11	18Z cycle records slice card: snapshot refresh, owner-queue re-scope (label-defs Resolved, websites label machinery split out), SBW third escalation cycle, and the wake-without-work detector idea.
.sessions/2026-07-19-fm-22z-cycle.md	b11	22Z night-cycle records slice card: snapshot (2199 records), SBW fourth escalation cycle, lane-liveness deltas, with full verbatim trigger-health/routine-state/liveness runs.
.sessions/2026-07-19-fm-adopt-r30.md	b11	Records slice card adopting playbook R30 (workflow-PR merges are agent work) into the seat's owner-queue/fleet-triage/heartbeat, and proposing scripts/r30_merge_check.py.
.sessions/2026-07-19-fm-capabilities-linter.md	b12	Complete build-slice card for PR #358: the stdlib G1-G6 grammar linter over docs/CAPABILITIES.md's hand-written append surfaces, with verbatim clean run + two seeded mutation probes.
.sessions/2026-07-19-fm-evening-groom.md	b12	Planning+build card: evening idea groom appended to 2026-07-19-next-slices.md plus the build of scripts/gen_idea_backlog.py, which generated docs/planning/idea-backlog.md (45→46 blocks across 244 cards).
.sessions/2026-07-19-fm-fence-emitter.md	b12	Build-slice card for PR #357: the write-side routine-claims fence emitter whose write gate is the consumer's own parser (round-trip through verify_routine_state.parse_fence_claims), with a dogfood write demo.
.sessions/2026-07-19-fm-i8-provenance.md	b12	Build-slice card for PR #353: rewrote check_trigger_health.py's I8 duplicate-cron remedy from keep-oldest to seat-heartbeat provenance, and closed OQ-FM-ROSTER-CRON-RELIABILITY after fm #344 merged.
.sessions/2026-07-19-fm-label-hygiene.md	b12	Build-slice card for PR #370: the hold-label detector across 19 fleet repos, whose first live run found 0 definitions (the sweep had already executed) and doubled as the OQ-LABEL-DEFS-DELETE verification.
.sessions/2026-07-19-fm-lane-liveness.md	b12	Build-slice card for PR #350: the LIVE/QUIET/STALLED/DARK seat-chain stall detector, with the full 15-lane ground-truth table and an honest note that the expected websites STALLED demo aged out in 10 minutes.
.sessions/2026-07-19-fm-morning-records.md	b12	Records-slice card for PR #351: logged the owner's ~08:00Z nothing-stuck directive, the forge #29 / websites #434 merges, the 9-repo label sweep, and the resulting owner-queue reconciliation.
.sessions/2026-07-19-fm-planning-groom.md	b12	Planning-pass card for PR #349: groomed ~8 night-shift card ideas into the ranked 2026-07-19-next-slices.md queue (top 3 = lane-liveness, regen-window, I8 provenance) with drop/park reasons.
.sessions/2026-07-19-fm-r30-check.md	b12	Build-slice card for PR #372: scripts/r30_merge_check.py mechanizing the R30 3-point pre-merge check (Codex-at-head-SHA, all checks green, whole-file secret/egress scan) with committed fixtures and real PASS/REVIEW/STOP runs.
.sessions/2026-07-19-fm-regen-skip-detector.md	b12	Build-slice card for PR #352: added cron-window parsing + missed-window reporting to check_roster_freshness.py, with an exit-contract regression check and a synthetic replay of the incident night.
.sessions/2026-07-19-fm-roster-cron-resilience.md	b12	Fix-slice card for PR #344: added the odd-hour second cron to roster-regen.yml for hourly coverage after GitHub silently dropped 00:40Z windows three nights running; parked READY because merge-on-green skips workflow diffs.
.sessions/2026-07-19-fm-snapshot-00z.md	b12	Records-slice card for PR #341: committed the 00:06:22Z triggers export (1962 records/17 enabled), quoted the full I1-I8 health run verbatim, and set the SBW duplicate-failsafe escalation tripwire.
.sessions/2026-07-19-fm-volatile-drift.md	b12	Build-slice card for PR #365: the V1 volatile-field lag check in verify_routine_state.py (INFO-only plus --volatile-strict opt-in), demoed against a synthetic fixture of that morning's actual fence rot.
.sessions/2026-07-19-fm-wake-idle-detector.md	b12	Build-slice card for PR #379: the WAKING-IDLE/asleep wake column in check_lane_liveness.py, with the full fleet table showing the SBW trio at 5 fires since last landed output.
.sessions/2026-07-20-fm-01z-cycle.md	b12	Night records-cycle card for PR #385: 01:10:16Z export (2239 records), SBW duplicate-pair fifth escalation cycle, and the night-idle WAKING-IDLE spread flagged for the morning sweep.
.sessions/2026-07-20-fm-05z-cycle.md	b12	Records-cycle card for PR #387: 04:02:52Z export (2262 records), SBW sixth cycle with in-export keeper evidence, the untracked self-continuing-seat anomaly, and an honest shared-clone concurrency note.
.sessions/2026-07-20-fm-1130z-cycle.md	b12	Records-cycle card for PR #395: 11:37:48Z export (2337 records), second pacemaker lapse caught by the failsafe, the ⚑ Q-0194 work-loop-cron proposal (not applied), and the Self Improvement chain-stop watch.
.sessions/2026-07-20-fm-1530z-cycle.md	b12	Records-cycle card for PR #399: 15:38:36Z export (2368 records) and the new 'failsafe-fires-but-no-rearm' failure class, escalated on its own pre-stated tripwire as OQ-SI-CHAIN-DEAD.
.sessions/2026-07-20-fm-declared-idle.md	b12	Build-slice card for PR #400: the IDLE-DECLARED verdict, which reads a lane's own heartbeat text for a dated idle declaration so an honest idle stops reading as a silent stall (dated fresh clears --strict; undated does not).
.sessions/2026-07-20-fm-liveness-ledger.md	b12	Build-slice card for PR #386: --ledger/--diff turning check_lane_liveness.py into a committed time series with class-level transition tagging; includes a candid shared-clone branch-race incident report.
.sessions/2026-07-20-fm-morning-records.md	b12	Records-slice card for PR #393: 07:20:20Z export (2301 records), the first I7 TICK-PILE-UP red from a re-arm race, 7 liveness recoveries, and the 8-PR substrate-kit upgrade wave all red on substrate-gate.
.sessions/2026-07-21-fm-0042z-cycle.md	b12	Retry-#4 night records card for PR #410: 00:42:48Z export (2442 records), OQ-SI-CHAIN-DEAD retired on its machine-checkable condition, and the worker-death root cause (an unanswerable EnterWorktree permission prompt, not disk).
.sessions/2026-07-21-fm-0818z-cycle.md	b12	Morning records-cycle card for PR #415: 08:18:22Z export (2507 records), kit-wave 3/7 legs merged, and a neutral record of the owner's ~07:2x-07:4xZ intervention stopping cross-repo workers.
.sessions/2026-07-21-fm-16z-cycle.md	b12	Afternoon records-cycle card (PR #424) for the 16:00:18Z export (2577 records): kit-wave 5/7 merged, plus the diagnosis and closure of PR #419 whose gate red came from a main-side false-wall finding in a generated feed.
.sessions/2026-07-21-fm-final-closer.md	b12	Card for PR #425: landed docs/prompts/v3/final-closer.md (the six-step program-end paste prompt) and indexed it in the v3 registry ahead of the 2026-07-22T00:00Z program end.
.sessions/2026-07-21-fm-seat-close.md	b12	The hub seat's final close card (PR #427): wrote docs/PROJECT-CLOSEOUT.md, trued up the records, wiped routines to zero across a 2,582-record enumeration, and left an honest note on 12 undated CAPABILITIES advisories.
.sessions/2026-07-23-hub-forge-slice4-handoff.md	b13	Session card: hub built product-forge phone-controller Slice 4 (HID core, transport, UI, signed APK) and staged it as a patch-series handoff plus owner-queue item OQ-FORGE-SLICE4-LAND.
.sessions/2026-07-23-hub-forge-slice4-landed.md	b13	Session card: the Slice-4 handoff landed the same session (product-forge #33, tag phone-controller-v0.4.0, release live); OQ-FORGE-SLICE4-LAND moved Active → Resolved.
.sessions/2026-07-26-hub-ci-consolidation.md	b13	Session card: measured CI sprawl (97 workflow files / 397 runs per 24h across 22 repos, ~44% dead agent merge plumbing) and argued repo consolidation must precede CI cleanup.
.sessions/2026-07-26-hub-consolidation-plan-v2.md	b13	Session card: owner corrected plan v1 (built on API census, not the repo's own docs); v2 reframes to 'minimize review surfaces, not repos' with a conformance pass as merge prep.
.sessions/2026-07-26-hub-consolidation-program.md	b13	Session card: created the consolidation program doc (OD-1..OD-9, four tracks, NOW pointer, §7 ledger) and executed step D1, the post-program boot-file refresh.
.sessions/2026-07-26-hub-e1-final-email-plan.md	b13	Session card: landed the E1 working plan for the final EAP vendor email (requirements, source map, 13 pre-harvested wishes, method) and set NOW → E1.
.sessions/2026-07-26-hub-fleet-consolidation-plan.md	b13	Session card: plan v1 — live 22-repo census over the direct-PAT path, target 22 → 9 by product topology; records owner decisions OD-1/OD-2/OD-3 (archive, do not delete).
.sessions/2026-07-26-hub-full-corpus-readback.md	b13	Session card: produced docs/fleet-account-2026-07-26.md by shallow-cloning all 21 sibling repos and reading the narrative corpus; records OD-4 and six found contradictions.
.sessions/2026-07-26-hub-od10-12-mail-layer.md	b13	Session card: recorded OD-10 (Ideas Lab on-demand), OD-11 (venture let it sit), OD-12 (proxybench no action) after reading the vendor/proxy email threads on owner direction.
.sessions/2026-07-31-false-github-api-wall.md	b13	Session card: measured proxied-vs-direct GitHub REST in-container, appended the correction to CAPABILITIES.md, and found the inverse failure — a false guardrail (check_no_false_walls was in no workflow, main had zero required checks).
.sessions/2026-08-01-e1-owner-reserved.md	b13	Session card: records-only annotation marking program step E1 as owner-reserved rather than stalled, quoting the owner live, and pointing work-seeking sessions at D2 instead.
.sessions/2026-08-03-hub-gemini-video-qa-gem.md	b13	Session card: Gemini paid-tier research, a re-verified spider-swing grounding block for a visual-QA Gem, a hallucination-reduction protocol, and the shared-chat read capability.
.sessions/2026-08-03-hub-gh-is-not-a-wall.md	b13	Session card: added a setup-base block installing gh fleet-wide and retired the 'gh is absent' wall; measured that proxied gh 403s name an org admin while direct-PAT gh works.
.sessions/2026-08-03-hub-pat-is-environment-scoped.md	b13	Session card: made the gh direct-PAT recipe branch on $GITHUB_PAT instead of asserting it, after the owner said some environments lack the variable.
.sessions/2026-08-03-hub-provider-references.md	b13	Session card: created docs/providers/ (README + claude.md, chatgpt.md, gemini.md) so sessions look up platform facts instead of re-deriving or inventing them.
.sessions/2026-08-03-hub-surfaces-and-prompt-skills.md	b13	Session card: found the kit's 14 skills staged but never installed into .claude/skills/, installed them, added four prompt skills and docs/execution-surfaces.md.
.sessions/2026-08-04-hub-art-finding-corrections.md	b13	Session card: folded owner corrections into the art finding — the rule is decomposition (one asset per generation call), not batch size; 'readable is not binding'.
.sessions/2026-08-04-hub-art-pipeline-archaeology.md	b13	Session card: read six shared ChatGPT transcripts to reconstruct spider-swing's art pipeline; produced the generated-art-pipeline finding and the image-prompt skill.
.sessions/2026-08-04-hub-chroma-spill-measured.md	b13	Session card: built tools/chroma_spill_probe.py and measured that downscaling reveals rather than introduces chroma spill; rewrote the skill rule to 'despill at full resolution'.
.sessions/2026-08-04-hub-final-three-skills.md	b13	Session card: added the last three gap skills (audio-prompt with per-section provenance labels, capability-probe, owner-brief) and resolved a kit PL numbering collision.
.sessions/2026-08-04-hub-image-generation-comparison.md	b13	Session card: scored owner-run identical prompts across ChatGPT, Gemini Flash, Grok chat and Grok Imagine against the game's own sprite; recorded per-surface routing recipes.
.sessions/2026-08-04-hub-inhabiting-vs-observing.md	b13	Session card: minted substrate-kit program law PL-013 'inhabiting beats observing' (readable is not binding) and cited it from fleet-manager's collaboration model and art finding.
.sessions/2026-08-04-hub-provider-capability-reference.md	b13	Session card: re-derived claude.md/chatgpt.md at model granularity from vendor changelogs and added five provider files (Copilot, Grok, DeepSeek, Mistral, Meta).
.sessions/2026-08-04-hub-provider-docs-accuracy-pass.md	b13	Session card: owner found the first provider docs thin and wrong; this pass re-derived gemini.md and chatgpt.md from official release notes and proposed per-section sourcing lines.
.sessions/2026-08-04-hub-provider-refs-deep-research-review.md	b13	Session card: verified an owner-supplied ChatGPT Deep Research report claim by claim, folded the verified parts (new cohere.md, fine-tuning wind-down, Gemini pricing) and rejected the rest.
.sessions/2026-08-04-hub-skill-family-and-audit.md	b13	Session card: split image-prompt into a four-skill family, fixed a duplicate-gate-command bug in three kit skills, and routed the control/ live-vs-historical conflict to the owner.
.sessions/2026-08-04-hub-skill-router-and-pipeline.md	b14	Session card: added the task→skill router table to .claude/CLAUDE.md (nine task classes at the time), shipped the asset-pipeline skill, and resolved the control/ venue conflict as decide-and-flag.
.sessions/2026-08-04-hub-structure-converges-models.md	b14	Session card: owner-run convergence test scoping the morning's four-surface image ranking to cold prompts only, plus two Grok Imagine settings-panel capability facts.
.sessions/2026-08-05-aistudio-billing-caveat.md	b14	Session card: re-sourced an owner-shared claim to Google's own billing FAQ and recorded that linking a paid API key makes AI Studio usage billable.
.sessions/2026-08-05-calibration-and-602.md	b14	Session card: replaced the 'seven corrections in one session' figure with three-session calibration evidence, added the owner/repo#N rule to playbook R28, and landed superbot-next#602 after 15 days.
.sessions/2026-08-05-control-veto-ratified.md	b14	Session card: stamped the four control/ venue notes as owner-ratified after the veto window closed, closing a decide-and-flag item in the same surface that carried the flag.
.sessions/2026-08-05-delegation-and-surface-notes.md	b14	Session card: appended a third Gemini reject taxonomy and the Vertex-vs-free-tier data-handling distinction, plus two more dated instances of this surface stating untested limits.
.sessions/2026-08-05-discord-test-server-and-bot-value.md	b14	Session card: researched what a playtest Discord needs, measured both bots' live deployment state, and found cog routing configured but never enforced at command admission in both codebases.
.sessions/2026-08-05-doc-routing-hook.md	b14	Session card: built route_docs.py + doc-routes.json (19 routes at the time), its validator and root installer, and recorded the multi-repo-root finding that silently disables every repo's .claude/.
.sessions/2026-08-05-foundation-continuation.md	b14	Session card: autonomous close that produced the foundation-continuation finding (certainty legend + revised order of work) after an adversarial Gemini review.
.sessions/2026-08-05-gemini-delegation.md	b14	Session card: built tools/gemini_delegate.py with a contiguous-run citation verifier (85% threshold tuned on n=8) and ran it over 329 session cards for an idea groom.
.sessions/2026-08-05-gemini-paid-tier-live.md	b14	Session card: recorded D-0011 (paid Gemini key free to spend) and D-0012 (publish by default), plus the first paid-call measurements including image generation cost.
.sessions/2026-08-05-gemini-quotas-and-interactions.md	b14	Session card: corrected two probe-derived claims using the owner's AI Studio dashboard — the Interactions API is stateful, and the free daily cap is 20 RPD on 3.6-flash.
.sessions/2026-08-05-gemini-retrieval-not-reading.md	b14	Session card: four-arm re-test showing Vertex urlContext retrieved 8/8 pages AI Studio failed, so the earlier 'Gemini cannot read support.google.com' finding was a platform fact, not a model fact.
.sessions/2026-08-05-gemini-surface-probe.md	b14	Session card: probed six owner questions against the free Gemini key and fixed two real defects (path traversal, None-content crash) that Gemini's own code review surfaced below a fabricated top finding.
.sessions/2026-08-05-handoff-fidelity-and-boot-path.md	b14	Session card: root-caused a skipped owner-reflection read to continuation-prompt's READ FIRST cap, adding boot-path entries 0/1/5 and the skill's §4b comprehension exception.
.sessions/2026-08-05-hud-telemetry-verification.md	b14	Session card: turned collision detection into arithmetic by having Gemini read HUD distance once per second (86/86 across three runs), and minted the quorum-for-presence/instrumentation-for-absence rule.
.sessions/2026-08-05-interactions-api-correction.md	b14	Session card: repudiated a same-day false wall about the Gemini Interactions API, with an appended owner correction naming the real root cause (a probe overturning an owner statement).
.sessions/2026-08-05-name-decided-queue-sync.md	b14	Session card: caught a ruled-out package name (com.menno420.swingyspider) still recommended in the owner queue while the owner was mid-way through Play Console's permanent Create-app form.
.sessions/2026-08-05-navigation-graph-correction.md	b14	Session card: corrected the superbot-next menu-parity claim — 48% of panels ship zero buttons (91% for help) — after a precise measurement answered the wrong question.
.sessions/2026-08-05-owner-provisioning-claims.md	b14	Session card: added DISCOVERY RULE step 0 (owner provisioning claims are primary evidence) to CAPABILITIES.md, the boot file and the kit template, backed by 'seven corrections, seven correct'.
.sessions/2026-08-05-play-closed-test-and-gemini-benchmark.md	b14	Session card: ten-URL Gemini benchmark showing the tool (google_search vs url_context) decided correctness, plus three owner corrections that closed OQ-PLAY-ACCOUNT and reshaped the Play plan.
.sessions/2026-08-05-play-submission-requirements.md	b14	Session card: fetched every Play requirement itself, found the 12-testers/14-days closed-test floor, and proved grounding is not evidence (zero-chunk responses look identical to grounded ones).
.sessions/2026-08-05-presence-model.md	b14	Session card: decomposed eight owner catches (0 execution errors, 8 judgement errors) and concluded the estate instruments execution but not judgement.
.sessions/2026-08-05-studio-api-asymmetry.md	b14	Session card: recorded that Gemini's free API tier and free AI Studio tier share a name but serve different models/tools, and split the work accordingly.
.sessions/2026-08-05-superbot-next-live-audit.md	b14	Session card: booted superbot-next live against Discord's test token and found CAPTURE-WORLD LITERAL panels (58 modules 'healthy' from a hardcoded tuple) that byte-parity CI certified.
.sessions/2026-08-05-tester-admission-verified.md	b14	Session card: settled Play tester admission from fetched pages — the opt-in link is not an invitation, open testing cannot precede production, Google Groups is the only self-serve path.
.sessions/2026-08-05-three-repo-state-audit.md	b15	Session card for the three-repo (fleet-manager/superbot/superbot-next) state audit: superbot's reachability checker already exists (exit 0, 242 commands), the superbot-next 'photograph' reading refuted, 37% real dead-end rate, and a featured_actions manifest-facet idea.
.sessions/2026-08-05-vertex-first-directive.md	b15	Session card landing the Vertex-first funding directive: owner console figures (€251.37 of €256.52 credit, €0.49 real money), every Railway/OAuth/Vertex hop exercised, and the behavioural finding that a documented rule with an unreachable path loses to the default credential.
.sessions/2026-08-05-vertex-live.md	b15	Session card establishing Vertex AI reachability from a container: SA+OAuth only (API keys rejected), Gemini 3.1 Pro/3.6 Flash OK, PNG vs AI Studio's JPEG, plus a self-correction that '$300 credit paid for it' was inference not measurement.
.sessions/2026-08-05-video-generation-pipeline.md	b15	Session card for the Veo 3.1-on-Vertex trailer pipeline: input-shape matrix, the 8-second referenceImages constraint, the prompt-depth ladder, and honest nulls about failed collision detection at both ends.
.sessions/2026-08-05-walls-refuted.md	b15	Session card refuting three CAPABILITIES 'walls' (tag push, release create, branch deletion) with one reversible probe, and noting the ledger carried its own re-probe instruction unexecuted for three weeks.
.sessions/2026-08-06-broke-main-and-wired-the-gate.md	b15	Incident card: conflict markers reached main via `git commit --no-edit 2>/dev/null`, silencing route_docs.py; wires check_doc_routes/check_no_false_walls into substrate-gate and records the rulesets API being writable (substrate-gate made a required check).
.sessions/2026-08-06-codex-holed-my-gate.md	b15	Session card recording Codex finding the vacuous-truth hole in adversarial-review.md §5's citation gate, plus two of the author's own overstatements, and the refinement placing Codex at the spec→code boundary.
.sessions/2026-08-06-codex-rung-evidence.md	b15	Session card closing the 'Codex rung untested' null with MEASURED-PRIOR evidence from substrate-kit#580 (9 findings, 5×P1), and landing the trap that Codex findings live in inline comments not the review body.
.sessions/2026-08-06-foundation-verification.md	b15	Session card landing docs/findings/2026-08-06-checker-classification.md and adding the foundation-continuation doc to the boot read path; records the kit-vs-hub check_no_false_walls signature trap and the then-current 1.20.1 vendoring gap.
.sessions/2026-08-06-free-on-cost-global-in-scope.md	b15	Session card recording that the author's 'three gate clauses are free' claim was verified on cost and assumed on scope (missing_markers has no conditional form), and that the rename hole in path-triggered designs came from Codex.
.sessions/2026-08-06-growth-is-the-measurement.md	b15	Session card where the owner reframes the review convention's +50%/day growth as a discovery signal rather than a cost signal; prescribes a record/instruction split rather than a subtraction pass.
.sessions/2026-08-06-restate-in-the-prompt.md	b15	Session card moving the 'restate your understanding' requirement from the intake skill into the emitted prompt templates (continuation-prompt, implementation-prompt, kit #578), motivated by a screen-recorded session that stated action instead of understanding.
.sessions/2026-08-06-review-ladder.md	b15	Session card landing docs/conventions/adversarial-review.md as an explicitly unratified proposal, with its four-turn Gemini-on-Vertex self-review record (8 substantive changes, 0 invented objections).
.sessions/2026-08-06-round-five-falsified-me.md	b15	Session card recording a falsified convergence prediction (round 5 returned 6 findings, not fewer) and the correction that a verification script's target is itself an unchecked claim.
.sessions/2026-08-06-screen-recording-sampling.md	b15	Session card measuring Gemini's server-side 1 fps video sampling (63% coverage, complete only at 16 fps), two of its own wrong measurements including a clamped/aliased displacement estimator, and landing reading-screen-recordings.md plus a doc-route.
.sessions/2026-08-06-sweep-telemetry.md	b15	Short session card committing 94 guard-fire telemetry records from a cross-repo gate-preview sweep, noting the ledger has no kit_version field, and verifying no conflict markers were committed after that day's main breakage.
.sessions/2026-08-06-three-gemini-paths.md	b15	Session card correcting the boot file's singular 'the AI Studio key spends the owner's card' into the two-identity/three-route Gemini model (free GEMINI_API_KEY, Vertex on credit, GEMINI_API_KEY_PAID on the card).
.sessions/2026-08-06-use-versus-mention.md	b15	Session card naming the use-versus-mention false positive in check_no_false_walls (five recursive instances), arguing against an exemption because each fix improved the prose, and refining the review stop-condition.
